CapNumber,JerseyNo,DebutDate,Matches,Innings,BallsFaced,Runs,NotOuts,HighestScore,BattingAverage,StrikeRate,Fifties,Hundreds,DoubleHundreds,Fours,Sixes,Catches,Runouts
269,18,20-06-2011,123,210,16608,9230,13,254*,46.85,55.57,31,30,7,1027,30,121,NULL
